id,HOU202303300
version,2
info,visteam,CHA
info,hometeam,HOU
info,site,HOU03
info,date,2023/03/30
info,number,0
info,gametype,regular
info,starttime,6:08PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,millb901
info,ump1b,drakr901
info,ump2b,whitc901
info,ump3b,ortir901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/08/16 09:03:31
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,158
info,attendance,43032
info,wp,gravk001
info,lp,presr001
info,save,loper003
start,andet001,"Tim Anderson",0,1,6
start,robel002,"Luis Robert Jr.",0,2,8
start,vauga001,"Andrew Vaughn",0,3,3
start,jimee001,"Eloy Jimenez",0,4,10
start,moncy001,"Yoan Moncada",0,5,5
start,benia002,"Andrew Benintendi",0,6,7
start,grany001,"Yasmani Grandal",0,7,2
start,andre001,"Elvis Andrus",0,8,4
start,gonzr003,"Romy Gonzalez",0,9,9
start,ceasd001,"Dylan Cease",0,0,1
start,penaj004,"Jeremy Pena",1,1,6
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,7
start,abrej003,"Jose Abreu",1,4,3
start,tuckk001,"Kyle Tucker",1,5,9
start,diazy004,"Yainer Diaz",1,6,10
start,meyej002,"Jake Meyers",1,7,8
start,maldm001,"Martin Maldonado",1,8,2
start,dubom001,"Mauricio Dubon",1,9,4
start,valdf001,"Framber Valdez",1,0,1
play,2,1,hensd002,32,FBBCBX,63/G6
play,2,1,maldm001,32,BSBBT.B,W
play,2,1,dubom001,12,C*BFFFS,K
play,3,0,villd001,12,CFBS,K
play,3,0,bartj003,11,BCX,53/G5
play,3,0,wadel001,30,BBBB,W
play,3,0,slata001,12,SF*BC,K
play,3,1,brega001,01,CX,4/F8S
play,3,1,alvay001,32,CBBFBX,6/L6MD
play,3,1,abrej003,11,BCX,7/L78D
play,4,0,estrt001,32,BBCBF.X,S8/G6M
play,4,0,hanim001,12,CCBS,K
play,4,0,davij006,01,1FX,14(1)3/GDP/G1S
play,4,1,tuckk001,00,X,31/G3
play,4,1,penaj004,32,BCCBBC,K
play,4,1,meyej002,10,BX,8/F8XD+
play,5,0,florw001,11,BCX,63/G56
play,5,0,confm001,32,SBS.BBC,K
play,5,0,villd001,32,CC.BFBBS,K
play,5,1,hensd002,10,BX,E4/TH/G4.B-1
play,5,1,maldm001,02,ACC,K
play,5,1,dubom001,12,>FF>FB>X,8/L89D/DP.1X1(83)
play,6,0,bartj003,32,BBFCBX,S9/L89
play,6,0,wadel001,00,X,13/SH/BG1S-.1-2
play,6,0,slata001,32,C*B*BBCFX,S9/L89+.2-H;B-2
play,6,0,estrt001,00,>B,SB3
play,6,0,estrt001,31,>B.BBCB,W
play,6,0,hanim001,00,>X,S8/G6.3-H;1-3
play,6,0,davij006,01,CX,146(1)3/GDP/G1
play,6,1,brega001,21,CBBX,53/G56S
play,6,1,alvay001,20,BBX,7/F7S
play,6,1,abrej003,01,CX,13/G4S-
play,7,0,florw001,00,,NP
sub,matop002,"Phil Maton",1,0,1
play,7,0,florw001,12,.BCFS,K
play,7,0,confm001,11,FBH,HP
play,7,0,villd001,00,,NP
sub,pedej001,"Joc Pederson",0,7,11
play,7,0,pedej001,00,.X,7/L78D
play,7,0,bartj003,10,BX,D8/F78XD.1-H
play,7,0,wadel001,01,CX,3/G1S
play,7,1,tuckk001,00,,NP
sub,wiseb001,"Brett Wisely",0,7,4
play,7,1,tuckk001,10,.BX,9/L9LD
play,7,1,penaj004,12,CS.BS,K
play,7,1,meyej002,01,CX,9/F9D
play,8,0,slata001,00,,NP
sub,marts003,"Seth Martinez",1,0,1
play,8,0,slata001,00,.X,9/F9D
play,8,0,estrt001,12,BCC.S,K
play,8,0,hanim001,32,SBS.FBFBX,53/G5
play,8,1,hensd002,00,,NP
sub,stevc001,"Cal Stevenson",0,3,8
play,8,1,hensd002,00,.,NP
sub,slata001,"Austin Slater",0,1,7
play,8,1,hensd002,32,..CBFBBB,W
play,8,1,maldm001,00,X,S9/G34.1-2
play,8,1,dubom001,00,X,64(1)3/GDP/G6.2-3
play,8,1,brega001,10,BX,HR/F7D.3-H
play,8,1,alvay001,00,,NP
sub,alexs001,"Scott Alexander",0,0,1
play,8,1,alvay001,02,.CSS,K
play,9,0,davij006,00,,NP
sub,abreb002,"Bryan Abreu",1,0,1
play,9,0,davij006,32,.BBCCFBX,9/F89XD+
play,9,0,florw001,10,BX,HR/L7LD
play,9,0,confm001,12,BCC.S,K
play,9,0,wiseb001,02,FS.S,K
play,9,1,abrej003,00,,NP
sub,dovac001,"Camilo Doval",0,0,1
play,9,1,abrej003,31,.BBCBB,W
play,9,1,tuckk001,12,C*BCT,K
play,9,1,penaj004,01,CB,WP.1-2
play,9,1,penaj004,11,CB.X,53/G5
play,9,1,meyej002,12,CC*BX,53/G56S
data,er,alexs001,0
data,er,webbl001,2
data,er,dovac001,0
data,er,valdf001,2
data,er,abreb002,1
data,er,marts003,0
data,er,matop002,1
id,HOU202305150
version,2
info,visteam,CHN
info,hometeam,HOU
info,site,HOU03
info,date,2023/05/15
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,mosce901
info,ump1b,guccc901
info,ump2b,rackd901
info,ump3b,jimee902
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/05/20 17:39:35
info,howscored,unknown
info,pitches,pitches
info,oscorer,blour701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,155
info,attendance,35413
info,wp,montr004
info,lp,fulmm001
info,save,nerih001
start,morec001,"Christopher Morel",0,1,7
start,swand001,"Dansby Swanson",0,2,6
start,happi001,"Ian Happ",0,3,10
start,suzus001,"Seiya Suzuki",0,4,9
start,bellc002,"Cody Bellinger",0,5,8
start,wisdp001,"Patrick Wisdom",0,6,5
start,manct001,"Trey Mancini",0,7,3
start,gomey001,"Yan Gomes",0,8,2
start,madrn001,"Nick Madrigal",0,9,4
start,tailj001,"Jameson Taillon",0,0,1
start,dubom001,"Mauricio Dubon",1,1,4
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,7
start,tuckk001,"Kyle Tucker",1,4,9
start,abrej003,"Jose Abreu",1,5,3
start,penaj004,"Jeremy Pena",1,6,6
start,mccoc001,"Chas McCormick",1,7,10
start,meyej002,"Jake Meyers",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,morec001,12,BFC*S,K.BX1(23)
play,1,0,swand001,32,CBFBBS,K
play,1,0,happi001,22,SSBB*S,K.BX1(23)
play,1,1,dubom001,01,FX,S8/F8
play,1,1,brega001,12,CSBFX,8/L8
play,1,1,alvay001,21,CBBX,S8/L8+.1-2
play,1,1,tuckk001,11,FBX,41/G34.2-3;1-2
play,1,1,abrej003,22,BBSFX,D7/F78XD.3-H;2-H
play,1,1,penaj004,01,CX,S7/F8S.2-H
play,1,1,mccoc001,00,X,D7/F78XD+.1-H
play,1,1,meyej002,01,FX,31/G4
play,2,0,suzus001,32,CCBBBS,K
play,2,0,bellc002,10,BX,3/G3
play,2,0,wisdp001,20,BBX,DGR/F89XD+
play,2,0,manct001,31,*BCBBB,W
play,2,0,gomey001,10,BX,8/L8D+
play,2,1,maldm001,22,AF.FBBFFX,4/L4D
play,2,1,dubom001,01,CX,9/F3D
play,2,1,brega001,31,CBBBX,63/G6
play,3,0,madrn001,32,BFBBC.S,K
play,3,0,morec001,12,CBSS,K
play,3,0,swand001,21,BBFX,S7/L78
play,3,0,happi001,32,BBCFB>B,W.1-2
play,3,0,suzus001,22,FBFBFX,6(1)/FO/G6MD.B-1
play,3,1,alvay001,32,CFBBBFB,W
play,3,1,tuckk001,31,*BBBCX,8/F89XD+
play,3,1,abrej003,02,FFC,K
play,3,1,penaj004,00,X,7/L7
play,4,0,bellc002,12,CF.BX,S9/G34
play,4,0,wisdp001,12,1CBFC,K
play,4,0,manct001,01,CX,S9/L9LD+.1-3
play,4,0,gomey001,10,BX,9/SF/F89D.3-H
play,4,0,madrn001,22,CBFBX,S6/G6M.1-2
play,4,0,morec001,02,SSFX,HR/F7D.2-H;1-H
play,4,0,swand001,21,BBFX,S8/L8D
play,4,0,happi001,02,CC>B,SB2
play,4,0,happi001,22,CC>B.FBFC,K
play,4,1,mccoc001,20,BBX,53/G5
play,4,1,meyej002,01,FH,HP
play,4,1,maldm001,21,*BSB1X,64(1)3/GDP/G6
play,5,0,suzus001,00,,NP
sub,matop002,"Phil Maton",1,0,1
play,5,0,suzus001,02,.CCFS,K
play,5,0,bellc002,12,CBF.X,3/G3
play,5,0,wisdp001,31,BSBBB,W
play,5,0,manct001,10,BX,9/F9LS
play,5,1,dubom001,00,X,S8/L89
play,5,1,brega001,00,X,S7/L78D+.1-3
play,5,1,alvay001,11,FBX,3/G34S/DP.3XH(3632);1-2
play,5,1,tuckk001,00,,NP
sub,hughb002,"Brandon Hughes",0,0,1
play,5,1,tuckk001,00,.X,8/F89XD
play,6,0,gomey001,00,,NP
sub,marts003,"Seth Martinez",1,0,1
play,6,0,gomey001,22,.CBFBS,K
play,6,0,madrn001,32,CBS.BFBX,8/L8
play,6,0,morec001,32,BFSBBA,K
play,6,1,abrej003,00,,NP
sub,alzoa001,"Adbert Alzolay",0,0,1
play,6,1,abrej003,31,.BFB.BX,S8/G6M
play,6,1,penaj004,22,TBFB.S,K
play,6,1,mccoc001,21,BBCX,54(1)3/GDP/G56S
play,7,0,swand001,00,,NP
sub,montr004,"Rafael Montero",1,0,1
play,7,0,swand001,10,.BX,5/P56S
play,7,0,happi001,11,CBX,S4/G4S
play,7,0,suzus001,10,BX,6/L6/DP.1X1(63)
play,7,1,meyej002,00,,NP
sub,fulmm001,"Michael Fulmer",0,0,1
play,7,1,meyej002,11,.BFX,7/F7D
play,7,1,maldm001,12,BCC.S,K
play,7,1,dubom001,12,CBFFX,S9/L9LS
play,7,1,brega001,00,1X,HR/F7D.1-H
play,7,1,alvay001,32,BCBSBFB,W
play,7,1,tuckk001,00,,NP
sub,estrj002,"Jeremiah Estrada",0,0,1
play,7,1,tuckk001,00,.X,8/F89XD+
play,8,0,bellc002,00,,NP
sub,stanr002,"Ryne Stanek",1,0,1
play,8,0,bellc002,00,.,NP
sub,mastm001,"Miles Mastrobuoni",0,5,11
play,8,0,mastm001,22,..BCFBC,K
play,8,0,wisdp001,22,SBBS.S,K
play,8,0,manct001,22,CSBFBT,K
play,8,1,abrej003,00,,NP
sub,morec001,"Christopher Morel",0,1,8
play,8,1,abrej003,00,.,NP
sub,mastm001,"Miles Mastrobuoni",0,5,7
play,8,1,abrej003,32,..CBBF.FBB,W
play,8,1,penaj004,22,BFSBFT,K
play,8,1,mccoc001,00,X,S7/L7+.1-2
play,8,1,meyej002,12,CBSS,K
play,8,1,maldm001,12,SS.FBC,K
play,9,0,gomey001,00,,NP
sub,nerih001,"Hector Neris",1,0,1
play,9,0,gomey001,12,.CBFS,K
play,9,0,madrn001,00,X,8/L8D
play,9,0,morec001,22,SBBSS,K
data,er,alzoa001,0
data,er,tailj001,4
data,er,estrj002,0
data,er,hughb002,0
data,er,fulmm001,2
data,er,valdf001,4
data,er,nerih001,0
data,er,montr004,0
data,er,marts003,0
data,er,stanr002,0
data,er,matop002,0
id,HOU202305210
version,2
info,visteam,OAK
info,hometeam,HOU
info,site,HOU03
info,date,2023/05/21
info,number,0
info,gametype,regular
info,starttime,1:10PM
info,daynight,day
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,gibsh902
info,ump1b,bakej902
info,ump2b,millb903
info,ump3b,carlm901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/06/02 09:03:21
info,howscored,unknown
info,pitches,pitches
info,oscorer,johnf701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,146
info,attendance,39820
info,wp,valdf001
info,lp,kaprj001
info,save,
start,ruize001,"Esteury Ruiz",0,1,8
start,rookb001,"Brent Rooker",0,2,7
start,laurr001,"Ramon Laureano",0,3,9
start,aguij001,"Jesus Aguilar",0,4,3
start,diaza003,"Aledmys Diaz",0,5,5
start,perec003,"Carlos Perez",0,6,2
start,langs001,"Shea Langeliers",0,7,10
start,diazj008,"Jordan Diaz",0,8,4
start,allen002,"Nick Allen",0,9,6
start,kaprj001,"James Kaprielian",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,10
start,abrej003,"Jose Abreu",1,4,3
start,tuckk001,"Kyle Tucker",1,5,9
start,penaj004,"Jeremy Pena",1,6,6
start,meyej002,"Jake Meyers",1,7,8
start,mccoc001,"Chas McCormick",1,8,7
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,ruize001,00,X,53/G56S
play,1,0,rookb001,00,X,8/L89D
play,1,0,laurr001,22,CBFBS,K
play,1,1,altuj001,30,BBBB,W
play,1,1,brega001,01,CX,54(1)3/GDP/G5
play,1,1,alvay001,32,BBCSFFBT,K
play,2,0,aguij001,00,X,S3/G34
play,2,0,diaza003,32,C*BF*BBC,K
play,2,0,perec003,31,BBBCX,7/L78D
play,2,0,langs001,11,*BCX,13/G1S-
play,2,1,abrej003,31,BFBBB,W
play,2,1,tuckk001,12,F*BFX,8/F78XD.1-2
play,2,1,penaj004,11,*BCX,9/F9D
play,2,1,meyej002,01,FB,WP.2-3
play,2,1,meyej002,32,FB.BC.FFB*B,W
play,2,1,mccoc001,12,FC*BS,K
play,3,0,diazj008,00,X,53/G5S
play,3,0,allen002,21,CBBX,53/G5S
play,3,0,ruize001,21,BCBX,63/G6
play,3,1,maldm001,02,CS.X,9/F9LF/FL
play,3,1,altuj001,32,BCBBC.C,K
play,3,1,brega001,12,FBSX,63/G6D
play,4,0,rookb001,21,CBBX,53/G5
play,4,0,laurr001,22,FF.BB*S,K
play,4,0,aguij001,02,CF.S,K
play,4,1,alvay001,21,SBBX,43/G34D
play,4,1,abrej003,02,CS.S,K
play,4,1,tuckk001,30,BBBB,W
play,4,1,penaj004,12,FCB1S,K
play,5,0,diaza003,20,BBX,S9/L89
play,5,0,perec003,32,CC*B*BFBX,9/F9L
play,5,0,langs001,00,X,64(1)3/GDP/G6
play,5,1,meyej002,12,VFFFX,S5/G5
play,5,1,mccoc001,10,BX,8/F89XD
play,5,1,maldm001,02,F1FX,S7/G56.1-2
play,5,1,altuj001,10,BX,S9/G4.2-H;1X3(95);B-2
play,5,1,brega001,31,BBBCX,6/L6+
play,6,0,diazj008,21,CBBX,13/G1
play,6,0,allen002,00,X,8/L89
play,6,0,ruize001,20,BBX,D8/L78D
com,"$Athletics challenged (tag play), call on the field was overturned."
play,6,0,rookb001,11,S*B>B,SB3
play,6,0,rookb001,22,S*B>B.CS,K
play,6,1,alvay001,00,,NP
sub,molls001,"Sam Moll",0,0,1
play,6,1,alvay001,11,.LBX,D7/F7LS
play,6,1,abrej003,32,BCBFFBFF.B,W
play,6,1,tuckk001,01,FX,46(1)/FO/G34.2-3;B-1
play,6,1,penaj004,01,CX,4/L4MD
play,6,1,meyej002,00,>B,SB2
play,6,1,meyej002,12,>B.CFB,WP.3-H(NR);2-3
play,6,1,meyej002,32,>B.CFB.BB,W
play,6,1,mccoc001,00,,NP
sub,ercel001,"Lucas Erceg",0,0,1
play,6,1,mccoc001,32,.BBSBF>S,K
play,7,0,laurr001,11,CBX,43/G4
play,7,0,aguij001,00,X,9/F9
play,7,0,diaza003,21,CBBX,63/G6
play,7,1,maldm001,00,X,D9/F89XD+
play,7,1,altuj001,31,B*BCBB,W
play,7,1,brega001,32,BBBCFC,K
play,7,1,alvay001,00,,NP
sub,longs002,"Sam Long",0,0,1
play,7,1,alvay001,31,.*BBBCB,W.2-3;1-2
play,7,1,abrej003,22,BBCS.X,5(1)3/GDP/G56S
play,8,0,perec003,02,CCFF*S,K
play,8,0,langs001,12,BCCX,43/G4
play,8,0,diazj008,22,CFBBX,9/L89D
play,8,1,tuckk001,00,X,7/F7
play,8,1,penaj004,00,,NP
sub,actog001,"Garrett Acton",0,0,1
play,8,1,penaj004,22,.BFF.FBX,53/G5
play,8,1,meyej002,00,X,53/G56S
play,9,0,allen002,11,BFX,S9/L9
play,9,0,ruize001,00,X,13/BG2.1-2
play,9,0,rookb001,32,BCC*BBX,63/G6.2-3
play,9,0,laurr001,22,CBBF*S,K
data,er,longs002,0
data,er,kaprj001,1
data,er,ercel001,0
data,er,molls001,1
data,er,actog001,0
data,er,valdf001,0
id,HOU202306020
version,2
info,visteam,ANA
info,hometeam,HOU
info,site,HOU03
info,date,2023/06/02
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,moorm901
info,ump1b,wegnm901
info,ump2b,drecb901
info,ump3b,sches901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/07/15 09:03:01
info,howscored,unknown
info,pitches,pitches
info,oscorer,johnf701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,156
info,attendance,38692
info,wp,valdf001
info,lp,ohtas001
info,save,
start,ohtas001,"Shohei Ohtani",0,1,10
start,troum001,"Mike Trout",0,2,8
start,drurb001,"Brandon Drury",0,3,4
start,wardt002,"Taylor Ward",0,4,7
start,renfh001,"Hunter Renfroe",0,5,9
start,urshg001,"Gio Urshela",0,6,5
start,walsj001,"Jared Walsh",0,7,3
start,wallc001,"Chad Wallach",0,8,2
start,netoz001,"Zach Neto",0,9,6
start,ohtas001,"Shohei Ohtani",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,alvay001,"Yordan Alvarez",1,3,7
start,brega001,"Alex Bregman",1,4,5
start,tuckk001,"Kyle Tucker",1,5,9
start,abrej003,"Jose Abreu",1,6,3
start,mccoc001,"Chas McCormick",1,7,8
start,julkc001,"Corey Julks",1,8,10
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,ohtas001,32,BCBS.BX,7/F7
play,1,0,troum001,21,BFBX,9/F9LD
play,1,0,drurb001,11,BFX,9/F9D
play,1,1,altuj001,30,BBBX,53/G5
play,1,1,penaj004,02,CCX,E5/L56+.B-2(E5/TH)
play,1,1,alvay001,02,CFB,WP.2-3
play,1,1,alvay001,22,CFB.F*BFX,HR/F89XD.3-H(UR)
play,1,1,brega001,10,BX,8/F8D
play,1,1,tuckk001,32,CBFBBX,8/F8XD+
play,2,0,wardt002,22,BFBCX,53/G2
play,2,0,renfh001,02,CCF*S,K
play,2,0,urshg001,01,SX,63/G6
play,2,1,abrej003,02,CS.S,K
play,2,1,mccoc001,22,FBF.FBFC,K
play,2,1,julkc001,22,BCCBS,K
play,3,0,walsj001,20,BBX,D7/G5
play,3,0,wallc001,02,CCS,K
play,3,0,netoz001,22,B*SC.*BFH,HP
play,3,0,ohtas001,02,SFT,K
play,3,0,troum001,12,CFBS,K
play,3,1,maldm001,12,CCB.C,K
play,3,1,altuj001,21,CBBX,53/G56S
play,3,1,penaj004,11,CBX,8/L89D
play,4,0,drurb001,01,CX,S9/G4
play,4,0,wardt002,20,BBX,S9/G4.1-2
play,4,0,renfh001,12,CCBX,8/L8
play,4,0,urshg001,00,X,64(1)3/GDP/G6
play,4,1,alvay001,10,BX,7/F7D
play,4,1,brega001,22,CCBFFFBX,53/G56
play,4,1,tuckk001,12,FBFX,S9/G4
play,4,1,abrej003,22,C+1BBTX,S8/L8S.1-2
play,4,1,mccoc001,12,BCFX,S6/G6MS-.2-3;1-2
play,4,1,julkc001,00,X,3/G3
play,5,0,walsj001,11,BCX,31/G34
play,5,0,wallc001,02,FS.S,K
play,5,0,netoz001,11,CBX,53/G56S
play,5,1,maldm001,00,X,53/G56S-
play,5,1,altuj001,22,BCCFBS,K
play,5,1,penaj004,32,BTBBFB,W
play,5,1,alvay001,01,CX,S5/G6.1-2
play,5,1,brega001,21,BCBX,S7/L7S.2-H;1X3(76)
play,6,0,ohtas001,22,CBBFS,K
play,6,0,troum001,01,FX,3/L34D+
play,6,0,drurb001,12,S.BC*S,K.BX1(23)
play,6,1,tuckk001,00,,NP
sub,rengl001,"Luis Rengifo",0,9,6
play,6,1,tuckk001,01,.FX,1/G23-
play,6,1,abrej003,00,X,43/L89S
play,6,1,mccoc001,10,BX,S4/G4M
play,6,1,julkc001,31,BBFBX,HR/F78XD.1-H
play,6,1,maldm001,22,BCCBF.S,K
play,7,0,wardt002,31,BCBBX,S8/L89D+
play,7,0,renfh001,01,FX,DGR/F78XD.1-3
play,7,0,urshg001,12,BCFX,53/G56S
play,7,0,walsj001,31,BFBB*B,W
play,7,0,wallc001,11,BFX,64(1)3/GDP/G6
play,7,1,altuj001,00,,NP
sub,silsc001,"Chase Silseth",0,0,1
play,7,1,altuj001,31,..BBBCB,W
play,7,1,penaj004,12,SC*BFFFX,7/F78
play,7,1,alvay001,01,CX,46(1)/FO/G4.B-1
play,7,1,brega001,30,BBBB,W.1-2
play,7,1,tuckk001,01,FX,D7/L7L.2-H;1-3
play,7,1,abrej003,10,BX,63/G6
play,8,0,rengl001,00,,NP
sub,matop002,"Phil Maton",1,0,1
play,8,0,rengl001,22,.CBBSX,S9/G4
play,8,0,ohtas001,32,FBBBS.B,W.1-2
play,8,0,troum001,20,BBX,54(1)3/GDP/G56.2-3
play,8,0,drurb001,21,BSBX,S5/G56.3-H;B-2(E5/TH)
play,8,0,wardt002,21,BBFX,S8/L89XD.2-H(UR)
play,8,0,renfh001,02,FCX,7/F7
play,8,1,mccoc001,22,BFCBX,S7/L7
play,8,1,julkc001,01,CB,PB.1-2
play,8,1,julkc001,21,CB.BX,9/F9
play,8,1,maldm001,22,BBSFS,K
play,8,1,altuj001,02,CS.T,K
play,9,0,urshg001,00,,NP
sub,abreb002,"Bryan Abreu",1,0,1
play,9,0,urshg001,31,.BBBCX,S8/G6M
play,9,0,walsj001,32,BSBC*BS,K
play,9,0,wallc001,00,,NP
sub,thaim001,"Matt Thaiss",0,8,11
play,9,0,thaim001,32,.BFBBFB,W.1-2
play,9,0,rengl001,02,CFX,36(1)/FO/G3.2-3;B-1
play,9,0,ohtas001,00,X,7/F7
data,er,silsc001,1
data,er,ohtas001,4
data,er,valdf001,0
data,er,abreb002,0
data,er,matop002,1
id,HOU202306140
version,2
info,visteam,WAS
info,hometeam,HOU
info,site,HOU03
info,date,2023/06/14
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,riggj901
info,ump1b,knigb901
info,ump2b,ticht901
info,ump3b,randt901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/06/28 08:59:40
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,144
info,attendance,39796
info,wp,presr001
info,lp,harvh001
info,save,
start,thoml002,"Lane Thomas",0,1,9
start,candj002,"Jeimer Candelario",0,2,5
start,menej001,"Joey Meneses",0,3,10
start,garrs003,"Stone Garrett",0,4,7
start,ruizk001,"Keibert Ruiz",0,5,2
start,vargi001,"Ildemaro Vargas",0,6,4
start,smitd008,"Dominic Smith",0,7,3
start,calla002,"Alex Call",0,8,8
start,abrac001,"CJ Abrams",0,9,6
start,grayj004,"Josiah Gray",0,0,1
start,dubom001,"Mauricio Dubon",1,1,6
start,altuj001,"Jose Altuve",1,2,4
start,brega001,"Alex Bregman",1,3,5
start,tuckk001,"Kyle Tucker",1,4,9
start,abrej003,"Jose Abreu",1,5,3
start,diazy004,"Yainer Diaz",1,6,10
start,julkc001,"Corey Julks",1,7,7
start,meyej002,"Jake Meyers",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,thoml002,12,BFFX,S6/G56
play,1,0,candj002,31,BBBCX,7/F7D
play,1,0,menej001,22,CFFB*BX,9/F9LF/FL.1-2
play,1,0,garrs003,31,FBBBX,S34/G4.2-3
play,1,0,ruizk001,21,BBFX,53/G56
play,1,1,dubom001,01,CX,63/G6
play,1,1,altuj001,10,BH,HP
play,1,1,brega001,01,C>B,SB2
play,1,1,brega001,31,C>B.BBX,9/F9
play,1,1,tuckk001,02,SFX,S6/G6S.2-3
play,1,1,abrej003,12,CB>F.F>X,D7/L7L.3-H;1-H
play,1,1,diazy004,12,SBTX,4/P34
play,2,0,vargi001,12,BCCFX,8/L8
play,2,0,smitd008,12,CCBS,K
play,2,0,calla002,21,BBFX,9/F9S
play,2,1,julkc001,12,CBFX,53/G5
play,2,1,meyej002,02,SF.S,K
play,2,1,maldm001,22,FBC.BFC,K
play,3,0,abrac001,02,SF*S,K
play,3,0,thoml002,01,CX,53/G56
play,3,0,candj002,22,CB.BCS,K
play,3,1,dubom001,00,X,2/P23F/FL
play,3,1,altuj001,02,CCX,5/P5F/FL
play,3,1,brega001,32,CBBBCS,K
play,4,0,menej001,02,CCS,K
play,4,0,garrs003,31,BT.BBX,S7/L7
play,4,0,ruizk001,12,F1*BFFX,9/F9LDF/FL
play,4,0,vargi001,01,FX,43/G4
play,4,1,tuckk001,32,BBBC.CFX,31/G34
play,4,1,abrej003,21,BSBX,HR/F7LD
play,4,1,diazy004,01,CX,HR/F7D
play,4,1,julkc001,01,CX,9/L89D
play,4,1,meyej002,01,CX,63/G6
play,5,0,smitd008,10,BX,D9/G3
play,5,0,calla002,21,C*BBX,8/F89XD.2-3
play,5,0,abrac001,01,FX,3/G3.3-H
play,5,0,thoml002,22,BBFSS,K
play,5,1,maldm001,22,FCBFBX,8/L8D
play,5,1,dubom001,02,SCX,DGR/F9L
play,5,1,altuj001,01,FX,S7/L7.2-3
play,5,1,brega001,01,F1X,64(1)3/GDP/G6
play,6,0,candj002,20,BBX,8/F89XD
play,6,0,menej001,20,BBX,9/F9LSF/FL
play,6,0,garrs003,21,BS.BX,13/G15
play,6,1,tuckk001,12,CBCS,K
play,6,1,abrej003,10,BX,8/F8D
play,6,1,diazy004,11,BFX,53/G56
play,7,0,ruizk001,01,FX,S9/L89
play,7,0,vargi001,00,X,8/F8XD
play,7,0,smitd008,12,.C*BF*S,K
play,7,0,calla002,11,*BSX,54(1)/FO/G56.B-1
play,7,1,julkc001,21,BFBX,7/F7
play,7,1,meyej002,10,BX,4/L4MD
play,7,1,maldm001,32,FS.BBBS,K
play,8,0,abrac001,00,,NP
sub,nerih001,"Hector Neris",1,0,1
play,8,0,abrac001,22,.BFBF*S,K.BX1(23)
play,8,0,thoml002,01,CX,53/G5
play,8,0,candj002,12,BCFS,K
play,8,1,dubom001,00,,NP
sub,weemj001,"Jordan Weems",0,0,1
play,8,1,dubom001,22,.SBBFFT,K
play,8,1,altuj001,11,CBX,63/G6
play,8,1,brega001,12,BCFX,53/G56
play,9,0,menej001,00,,NP
sub,presr001,"Ryan Pressly",1,0,1
play,9,0,menej001,01,.FX,E5/TH/G56.B-2
play,9,0,garrs003,00,,NP
sub,dickc002,"Corey Dickerson",0,4,11
play,9,0,dickc002,01,.C.X,D9/L89XD+.2-H(UR)
play,9,0,ruizk001,02,SCX,43/G34.2-3
play,9,0,vargi001,01,SX,FC1/G1S.3-H(E1/TH)(NR)(UR);B-1
play,9,0,smitd008,01,FX,T8/L89D.1-H(UR)
